emne_id;emne_navn;emne_navn_eng;studiepoeng;emne_utbytte;emne_innhold;faculty_code;contains_description
NOU164;Å lese klassikere - for utenlandske studenter;Reading the Classics - for International Students;10;['', 'Etter fullført emne, der studenten har lest og studert et utvalg norske og (i oversettelse) norrøne litterære verker, skal studenten', '• ha kunnskap om verkenes estetiske og tematiske mangfold', '• ha kunnskap om verkenes tilblivelse og virkningshistorie', '• ha kunnskap om faglige diskusjoner om klassikerbegrepet', '', '', 'Etter fullført emne skal studenten kunne', '• beskrive verkenes form og diskutere deres tematikk på en selvstendig måte, med støtte i teori og sekundærlitteratur', '• identifisere verkenes tidstypiske trekk og reflektere over deres aktualitet', '• gjøre rede for ulike syn på klassikere'];['Emnet gir en innføring i et utvalg norske og norrøne litterære verker som i kraft av deres kvalitet og virkningshistorie regnes som klassikere. Det er verker som har tålt tidens tann, som har vært lest og diskutert i generasjoner, og som har blitt kulturelle referansepunkter. I likhet med andre tekster er de preget av sin tid, men de har i større grad enn andre preget sin ettertid. Hver epoke kan gjenfinne sitt konfliktstoff i dem, for eksempel spenningen mellom skapelse og undergang i', 'Studentene skal i dette emnet lese, studere og diskutere klassikerne, med tanke på både deres tidstypiske og aktuelle trekk. Emnet tar også opp spørsmål som: Hva er en klassiker? Hva er god litteratur? Hva gjør litteraturen med oss?'];HP;True
NOU166;Norsk grammatikk - for utenlandske studenter;Norwegian Grammar - for International Students;10;['', 'Etter fullført emne skal studenten', '• ha grunnleggende kunnskap om moderne norsk språkstruktur på lyd-, ord- og setningsnivå', '• ha kunnskap om strukturelle likheter og forskjeller mellom moderne norsk og andre språk', '• ha kjennskap til metoder for analyse av språkstrukturer', '', 'Etter fullført emne skal studenten kunne', '• gjøre greie for grunnleggende trekk ved moderne norsk språkstruktur på lyd-, ord- og setningsnivå, samt i noen grad på tekstnivå', '• beskrive disse trekka med hjelp av analytiske metoder', '• gjøre greie for strukturelle likheter og forskjeller mellom moderne norsk og andre språk'];['Emnet gir ei innføring i sentrale sider ved norsk språkstruktur, og gir med det grunnlag for videre studier av norsk og nordisk språk, i variasjoner i tale og skrift, i historiske sammenhenger, og i et kontrastivt, språksammenlignende perspektiv. Denne kunnskapen gir også grunnlag for utvikling av egen og oppfølging av andres skriveferdigheter. Primært dreier det seg om strukturer på lyd-, ord- og setningsnivå, samt i noen grad på tekstnivå, og det er dagens, moderne norsk som står i sentrum. Trekk i norsk blir sammenligna med andre språk i Norden og med språk som står enda fjernere. Dette er nyttig kunnskap for å forstå hva som skjer når språk møtes, enten det er enkeltmennesker som skal lære seg norsk, eller det dreier seg om endringer og tilpassinger på gruppenivå.', 'Det å studere språkstrukturer innebærer nødvendigvis et teoretisk, abstrakt perspektiv, men det dreier seg også om det konkrete språket som folk bruker, og gjennom emnet vil vi få fram hvordan dette språket, enten det er muntlig eller skriftlig, utgjør grammatikk. Derfor er også arbeid med analyse av det virkelige, faktisk brukte språket en viktig tilnærmingsmåte i dette emnet.'];HP;True
NOU209;Litteraturteori og tekstanalyse - for utenlandske studenter;Literary Theory and Textual Analysis for International Students;15;['Etter fullført emne skal studentene', '• ha bred kunnskap om noen sentrale teorier om litteratur, både tekstorienterte teorier (om litterær struktur), kontekstorienterte teorier (om litteratur og samfunn) og leserorienterte teorier (om litteratur og leser)', '• kunne omsette teoriene i analytiske spørsmål og anvende dem i tekstlesninger', '• kunne analysere multimodale tekster, hvor litterære uttrykk samspiller med bilder og/eller lyd'];['Emnet gir en innføring i ulike typer litteraturteori, og trening i å anvende dem i tekstanalyser. Det skilles mellom tekstorienterte, kontekstorienterte og leserorienterte teorier. Disse brukes til å synliggjøre og vurdere ulike aspekter ved litteraturen, for eksempel litterær struktur, politisk tendens eller tolkningskonvensjoner. Studentene får arbeide med nordisk, især norsk, litteratur fra ulike tider og i ulike former, deriblant multimodale verk. De får også øvelse i å vurdere hvilke teorier som kan være nyttige i møtet med forskjellige typer tekster.'];HP;True
NOU213;Emnestudium i nordisk språk for utvekslingsstudenter;Nordic Languages for Exchange Students;15;['Etter fullført emne skal studentene kunne vise dypere innsyn i og ha detaljerte kunnskaper om et eller flere emneområde innenfor nordisk språkvitenskap, som kan fylle ut de mer allmenne kunnskaper som en får på lavere nivå. De skal her ha utvikla innsikter i et teoretisk rammeverk, og de skal kunne reflektere over og drøfte dette, og de skal ha ferdigheter i å bruke den teoretiske kunnskapen analytisk.'];['Emnestudium innenfor nordisk språkvitenskap. Det faglige innholdet vil kunne variere fra år til år, men har nyere språkvitenskapelig forskning som grunnlag og utgangspunkt. Fokus vil ligge på nordiske språk, med vekt på for eksempel språksystem, tale og skrift, variasjon, forskjeller og likheter, språkhistorie, språksosiologi og sosiolingvistikk, nabospråkforståelse og nabospråk i skolen.'];HP;True
NOU218;Språk i Norden for utenlandske studenter;Languages in Nordic countries - for International Students;15;['', 'Etter fullført emne skal studenten', '• ha brei kunnskap om forskjeller og likheter mellom nordiske språk, først og fremst mellom norsk, dansk og svensk', '• ha innsikt i historiske og nåtidige samfunnsforhold som har betydning for dagens språksituasjon i Norden', '• kjenne til sosiolingvistisk teori og forskning som beskriver disse språkforholda', '', 'Etter fullført emne skal studenten kunne', '• gjøre grundig greie for språk i Norden, især norsk, dansk og svensk, og forhold som har betydning for likheter og forskjeller mellom disse språka', '• bruke, vurdere og henvise til teori og forskning som gir innsikt i forhold mellom språk og samfunn i Norge, Danmark og Sverige, og', '• belyse en tilhørende problemstilling med støtte i relevant fagstoff'];"[""Emnet dreier seg om nordiske språk, med særlig vekt på dansk og svensk i jamføring med norsk. Det er mye som er likt mellom de nordiske språka, men også en god del ulikt. Disse likhetene og forskjellene gjelder ikke bare språkets form, men også utenforliggende forhold, sosiale og psykologiske aspekter og hvordan vi ser på språket. I denne sammenheng kan vi snakke om 'språklig klima', og om at det er forskjeller i dette 'klimaet' i Norden. Dette står sentralt i emnet."", 'Deler av tilnærminga til dette nordiske språklandskapet er historisk, siden vi må kjenne fortida for å forstå nåtida. Mest vekt blir likevel lagt på dagens situasjon, der vi gjennom sosiolingvistikken også kan vinne viktige innsikter i de likhetene og forskjellene som finnes mellom språksamfunna. Emnet gir med det også innføring i sosiolingvistiske teorier, som utgjør sentrale perspektiv og tilnærmingsmåter for det å forstå forholdet mellom språk og samfunn.']";HP;True
NOU401;Fordypningsemne 1, språk - for utenlandske studenter;Specialization in Nordic 1: Language - for Non-Norwegian Students;15;['Etter fullført emne skal studenten', '', ['ha avansert kunnskap innenfor det tematiske området, inkludert vitenskapelig teori og metoder', 'kunne bruke kunnskapen på selvstendig måte på nye felt innenfor det tematiske området og i andre faglige sammenhenger'], '', ['kunne arbeide selvstendig med teorier, metoder og fortolkinger innenfor det tematiske området, både praktisk og teoretisk', 'kunne vurdere og kritisere informasjonskilder, teorier, metoder og fortolkinger innenfor det tematiske området'], '', ['kunne bruke sine kunnskaper og ferdigheter i møte med relevante faglige utfordringer og med endringsprosesser i samfunnet', 'kunne kommunisere om faglige problemstillinger, analyser og konklusjoner innenfor det tematiske området, både med spesialister og til allmennheten']];['Temastudium i nordisk språkvitenskap. Temaet varierer fra år til år, men det vil ha nyere språkvitenskapelig forskning som grunnlag, og være knyttet til forskingsaktiviteten i fagmiljøet. En detaljert beskrivelse av det faglige innholdet vil være tilgjengelig ved semesterstart.'];HP;True
NOU403;Fordypningsemne 1, litteratur - for utenlandske studenter;Specialization in Nordic 1: Literature - for Non-Norwegian Students;15;['Etter fullført emne skal studenten', '', ['ha avansert kunnskap innenfor det tematiske området, inkludert vitenskapelig teori og metoder', 'kunne bruke kunnskapen på selvstendig måte på nye felt innenfor det tematiske området og i andre faglige sammenhenger'], '', ['kunne arbeide selvstendig med teorier, metoder og fortolkinger innenfor det tematiske området, både praktisk og teoretisk', 'kunne vurdere og kritisere informasjonskilder, teorier, metoder og fortolkinger innenfor det tematiske området'], '', ['kunne bruke sine kunnskaper og ferdigheter i møte med relevante faglige utfordringer og med endringsprosesser i samfunnet', 'kunne kommunisere om faglige problemstillinger']];['Temastudium i nordisk litteraturvitenskap. Temaet varierer fra år til år, men det vil ha nyere litteraturvitenskapelig forskning som grunnlag, og være knyttet til forskingsaktiviteten i fagmiljøet. En detaljert beskrivelse av det faglige innholdet vil være tilgjengelig ved semesterstart.'];HP;True
NOU416;Litteraturteori - for utenlandske studenter;Literary theory - for International Students;15;['Etter fullført emne skal studenten', '', ['ha avansert kunnskap om et utvalg tekstorienterte, kontekstorienterte og leserorienterte litteraturteorier, og om hvordan de kan brukes i litterære analyser', 'ha inngående kunnskap om litteraturfagets historie og diskusjoner om vitenskapsteoretiske spørsmål'], '', ['kunne arbeide selvstendig med ulike teorier i litterære analyser', 'kunne vurdere og kritisere bruk av teorier og metoder i faglige sammenhenger'], '', ['kunne bruke litteraturteoretiske kunnskaper og analytiske ferdigheter i møte med relevante faglige utfordringer og med endringsprosesser i samfunnet', 'kunne kommunisere om litteraturteoretiske problemstillinger, analyser og konklusjoner']];['Emnet er et studium i litteraturteori, og det tar også opp faghistoriske og vitenskapsteoretiske tema. Studentene skal lese og diskutere et utvalg teoretiske originaltekster og drøfte hvordan de kan brukes i analyse av litteratur. Tekstutvalget omfatter både tekstorienterte, kontekstorienterte og leserorienterte litteraturteorier. Studentene skal også lese og diskutere faghistoriske og vitenskapsteoretiske tekster.'];HP;True
NOU417;Språkteori - for utenlandske studenter;Linguistic theory - for International Students;15;['Etter fullført emne skal studenten', '', ['ha avansert kunnskap om sentrale forskingstradisjoner innenfor lingvistikken, og om hvordan innsikt fra disse kan brukes i tolking og analyse av språk og språkforhold', 'ha inngående kunnskap om faghistorie og sentrale vitenskapsteoretiske spørsmål innenfor lingvistikken', 'ha kunnskap om hvordan lingvistiske tradisjoner er forma av ulike vitenskapsfilosofiske synsmåter'], '', ['kunne reflektere selvstendig om ulike teorier og deres premisser', 'kunne trekke fram paralleller og kontraster mellom ulike lingvistiske fagtradisjoner', 'kunne vurdere og bruke lingvistiske teorier og metoder i ulike faglige og ikke-faglige sammenhenger'], '', ['kunne bruke lingvistiske kunnskaper og analytiske ferdigheter i møte med relevante utfordringer i ulike kontekster', 'kunne kommunisere om lingvistiske og grammatiske problemstillinger, analyser og konklusjoner, både med spesialister og til allmennheten']];['Emnet er et studium i lingvistiske teorier, og gir ei innføring i ulike retninger og metoder innenfor lingvistikken som vitenskapsdisiplin. Studentene skal lese og diskutere et utvalg teoretiske originaltekster, og få innsikt i korleis ulike lingvistiske fagtradisjoner og metoder har medvirket til å forme moderne lingvistikk. Tekstutvalget presenterer blant annet strukturalismen, generativ grammatikk, kognitiv grammatikk, sosiolingvistikk og tekstvitenskap. Studentene skal óg lese og diskutere faghistoriske og vitenskapsteoretiske tekster.'];HP;True
NOU418;Fordypningsemne 3, språk -  for utenlandske studenter;Specialization in Nordic 3: Language - for International Students;15;['Etter fullført emne skal studenten', '', ['ha avansert kunnskap innenfor det tematiske området, inkludert vitenskapelig teori og metoder', 'kunne bruke kunnskapen på selvstendig måte på nye felt innenfor det tematiske området og i andre faglige sammenhenger'], '', ['kunne arbeide selvstendig med teorier, metoder og fortolkinger innenfor det tematiske området, både praktisk og teoretisk', 'kunne vurdere og kritisere informasjonskilder, teorier, metoder og fortolkinger innenfor det tematiske området'], '', ['kunne bruke sine kunnskaper og ferdigheter i møte med relevante faglige utfordringer og med endringsprosesser i samfunnet', 'kunne kommunisere om faglige problemstillinger, analyser og konklusjoner innenfor det tematiske området, både med spesialister og til allmennheten']];['Temastudium i nordisk språkvitenskap. Temaet varierer fra år til år, men det vil ha nyere språkvitenskapelig forskning som grunnlag, og være knyttet til forskingsaktiviteten i fagmiljøet. En detaljert beskrivelse av det faglige innholdet vil være tilgjengelig ved semesterstart.'];HP;True
NOU419;Fordypningsemne 3, litteratur - for utenlandske studenter;Specialization in Nordic 3: Literature - for International Students;15;['Etter fullført emne skal studenten', '', ['ha avansert kunnskap innenfor det tematiske området, inkludert vitenskapelig teori og metoder', 'kunne bruke kunnskapen på selvstendig måte på nye felt innenfor det tematiske området og i andre faglige sammenhenger'], '', ['kunne arbeide selvstendig med teorier, metoder og fortolkinger innenfor det tematiske området, både praktisk og teoretisk', 'kunne vurdere og kritisere informasjonskilder, teorier, metoder og fortolkinger innenfor det tematiske området'], '', ['kunne bruke sine kunnskaper og ferdigheter i møte med relevante faglige utfordringer og med endringsprosesser i samfunnet', 'kunne kommunisere om faglige problemstillinger, analyser og konklusjoner innenfor det tematiske området, både med spesialister og til allmenheten']];['Temastudium i nordisk litteraturvitenskap. Temaet varierer fra år til år, men det vil ha nyere litteraturvitenskapelig forskning som grunnlag, og være knyttet til forskingsaktiviteten i fagmiljøet. En detaljert beskrivelse av det faglige innholdet vil være tilgjengelig ved semesterstart.'];HP;True
NO-133G;Norsk for utenlandske studenter;Norwegian for International Students;10;['Etter fullført emne skal studentene', ['ha kunnskaper til å snakke om allmenne emner med god uttale', 'kunne føre samtale om emner fra dagliglivet og diskutere temaer på bakgrunn av tilegnet ordforråd', 'kunne lese og forstå enkle tekster med emner fra dagliglivet', 'kunne uttrykke seg skriftlig på norsk uten altfor mange ortografiske og grammatiske feil']];['Dette er et språkkurs på begynnernivå som gir grunnleggende kunnskaper om norsk uttale, ordforråd og grammatikk (substantiv-, adjektiv- og verbsystem, ordstilling, bruk av tidsuttrykk, preposisjoner osv.). Emnet fokuserer på uttale- og leseøvelser, lytte- og leseforståelse og praktisk bruk av det grammatiske systemet, både muntlig og skriftlig.'];HP;True
NO-133K;Norsk for utenlandske studenter;Norwegian for International Students;10;['Etter fullført emne skal studentene', ['ha kunnskaper til å snakke om allmenne emner med god uttale', 'kunne føre samtale om emner fra dagliglivet og diskutere temaer på bakgrunn av tilegnet ordforråd', 'kunne lese og forstå enkle tekster med emner fra dagliglivet', 'kunne uttrykke seg skriftlig på norsk uten altfor mange ortografiske og grammatiske feil']];['Dette er et språkkurs på begynnernivå som gir grunnleggende kunnskaper om norsk uttale, ordforråd og grammatikk (substantiv-, adjektiv- og verbsystem, ordstilling, bruk av tidsuttrykk, preposisjoner osv.). Emnet fokuserer på uttale- og leseøvelser, lytte- og leseforståelse og praktisk bruk av det grammatiske systemet, både muntlig og skriftlig.'];HP;True
NO-141;Innføring i norsk som andrespråk og kulturkunnskap;Introduction to Norwegian Culture and Norwegian as a Second Language;15;[];[];HP;False
NO-152;Fagdidaktikk i norsk, del 1 (for trinn 8-13);Didactics of Norwegian, part 1 (level 8-13);7.5;['', 'Etter fullført emne skal studentene ha', ['kunnskap om gjeldende læreplaner for grunnskolens norskfag', 'kunnskap om sammenhengen mellom norskfaget som vitenskapsfag, studiefag og skolefag, og likedan mellom fag, fagdidaktikk og praksis', 'kunnskap om et bredt repertoar av læringsstrategier og arbeidsmetoder i norskfaget samt læremiddel i undervisninga.'], 'Innenfor dette læringsutbyttet skal studentene ha', ['inngående kunnskap om lese- og skriveteorier og relevante teorier innen lese- og skriveopplæring med tanke på elever som allerede har tilegnet seg grunnleggende leseferdigheter', 'inngående kunnskap om lese- og skrivestrategier knyttet til den videre leseopplæringa', 'inngående kunnskap om litteraturteoretiske og litteraturdidaktiske begrep og perspektiv som er relevante for arbeidet som lærer med litteratur fra ulike tider, sjangre og medium, og som særlig retter seg mot ungdom'], '', 'Etter fullført emne skal studentene kunne', ['reflektere over og gjøre greie for målsettinger, innhold, metoder, vurderingsformer, læreplaner og læremiddel i arbeidet med norskfaget på ungdomstrinnet', 'orientere seg i faglitteratur, lese kritisk og med faglig trygghet utvikle sin egen rolleforståelse og praksis', 'planlegge og gjennomføre undervisningsopplegg som tar utgangspunkt i gjeldende læreplan i norsk for grunnskolen og som er tilpasset elevmangfoldet', 'bruke og begrunne varierte arbeidsmåter tilpasset ungdomstrinnet', 'reflektere over, vurdere og grunngi egen fagdidaktiske praksis'], 'Innenfor dette læringsutbyttet skal studentene særlig kunne', ['bruke ulike vurderingsmåter i norskfaget med vekt på vurdering for læring'], '', 'Etter fullført emne skal studentene kunne opptre som faglig kompetente og fagdidaktisk reflekterte lærere i ulike norskfaglige undervisningssituasjoner.'];['Emnet er en del av lektorutdanningens profesjonsfag, som består av fagdidaktikk i to fag, pedagogikk og praksis.', 'Emnet i norskdidaktikk er inndelt i tre hovedområder:', ['Skolen i samfunnet og faget i skolen', 'Elevkunnskap og lærerrollen', 'Undervisning og læring'], '', '', ''];HP;True
NO-153;Fagdidaktikk i norsk, del 1;Didactics of Norwegian, part 1 ;7.5;['', 'Etter fullført emne skal studentene ha', ['kunnskap om gjeldende læreplaner for grunnskolens norskfag', 'kunnskap om sammenhengen mellom norskfaget som vitenskapsfag, studiefag og skolefag, og likedan mellom fag, fagdidaktikk og praksis', 'kunnskap om et bredt repertoar av læringsstrategier og arbeidsmetoder i norskfaget samt læremiddel i undervisninga.'], 'Innenfor dette læringsutbyttet skal studentene ha', ['inngående kunnskap om lese- og skriveteorier og relevante teorier innen lese- og skriveopplæring med tanke på elever som allerede har tilegnet seg grunnleggende leseferdigheter', 'inngående kunnskap om lese- og skrivestrategier knyttet til den videre leseopplæringa', 'inngående kunnskap om litteraturteoretiske og litteraturdidaktiske begrep og perspektiv som er relevante for arbeidet som lærer med litteratur fra ulike tider, sjangre og medium, og som særlig retter seg mot ungdom'], '', 'Etter fullført emne skal studentene kunne', ['reflektere over og gjøre greie for målsettinger, innhold, metoder, vurderingsformer, læreplaner og læremiddel i arbeidet med norskfaget på ungdomstrinnet', 'orientere seg i faglitteratur, lese kritisk og med faglig trygghet utvikle sin egen rolleforståelse og praksis', 'planlegge og gjennomføre undervisningsopplegg som tar utgangspunkt i gjeldende læreplan i norsk for grunnskolen og som er tilpasset elevmangfoldet', 'bruke og begrunne varierte arbeidsmåter tilpasset ungdomstrinnet', 'reflektere over, vurdere og grunngi egen fagdidaktiske praksis'], 'Innenfor dette læringsutbyttet skal studentene særlig kunne', ['bruke ulike vurderingsmåter i norskfaget med vekt på vurdering for læring'], '', 'Etter fullført emne skal studentene kunne opptre som faglig kompetente og fagdidaktisk reflekterte lærere i ulike norskfaglige undervisningssituasjoner.'];['Emnet er en del av praktisk-pedagogisk utdanning, som består av fagdidaktikk i ett eller to fag, pedagogikk og praksis.', 'Emnet i norskdidaktikk er inndelt i tre hovedområder:', ['Skolen i samfunnet og faget i skolen', 'Elevkunnskap og lærerrollen', 'Undervisning og læring'], 'Skolen i samfunnet og faget i skolen tar opp norskfagets egenart, utvikling og legitimering som skolefag, læreplanverket og øvrige styringsdokumenter. Analyse og kritisk refleksjon over fagdidaktiske problemstillinger står også sentralt. Problemstillinger knytta til ungdomstrinnet vil bli vektlagt.', 'Elevkunnskap og lærerrollen tar opp norsklærerrollen og kunnskap om ungdomskultur og mangfoldet i elevenes forutsetninger. Praktisk-pedagogiske ferdigheter i klasseromsledelse, kommunikasjon og bygging av gode læringsmiljø står også sentralt.', 'Undervisning og læring tar opp fagdidaktiske teorier, arbeidsmåter og læringsstrategier og kjennskap til læremidler. Emnet behandler videre de grunnleggende ferdighetene i norskfaget, samt tverrfaglig arbeid. Med utgangspunkt i studentenes kunnskaper i norsk og innsikt i fagets didaktikk vil emnet videre fokusere på fagdidaktisk refleksjon og praktisk øvelse i form av planlegging, gjennomføring, tilpassing og vurdering av norskundervisning på ungdomstrinnet.'];HP;True
NO-156;Norsk for barnetrinnet 2;Norwegian for Lower Primary Level 2;15;[];[];HP;False
NO-157;Norsk for barnetrinnet 3;Norwegian for Lower Primary Level 3;30;[];[];HP;False
NO-159;Norsk for ungdomstrinnet;Norwegian for Lower Secondary School Level;30;[];[];HP;False
NO-163;Å analysere litteratur ;Analysing Literature;10;['', 'Etter fullført emne skal studenten', '• kjenne til og kunne anvende sentrale analytiske termer i litteraturfaget', '• ha grunnleggende sjangerkunnskap om lyrikk, epikk, dramatikk og essayistikk', '• ha kjennskap til et bredt utvalg nyere nordisk, især norsk, litteratur', '', '', 'Etter fullført emne skal studenten kunne', '• reflektere over språkets estetiske kvaliteter', '• beskrive litterære uttrykksformer og foreta tolkninger med bruk av analytiske termer og begreper', '• identifisere tekstenes estetiske særpreg og plassere dem i henhold til sjanger'];['Emnet gir en innføring i litterær analyse av tekster innen lyrikk, epikk, dramatikk og essayistikk. Det legges vekt på sjangerlære, fortelletekniske (narratologiske) grunnbegreper som fortellerposisjon, synsvinkel og komposisjon, samt analyse av poetiske kvaliteter knyttet til billedspråk, retorikk og versemål. Emnet tar hovedsakelig for seg litterære tekster fra de siste 100 årene, med spesifikke nedslag i verk og forfatterskap som har vært viktige for utviklingen av nyere nordisk litteratur. Studentene får arbeide med et bredt utvalg av nordisk diktekunst, essay og verker hvor tekst og bilder spiller sammen. Mer enn historisering og epokeforståelse tar emnet sikte på å belyse den estetiske egenarten ved de utvalgte tekstene og plassere dem innenfor en sjangerteoretisk kontekst. Målet med analysen er å øke forståelsen av tekstene samtidig som den litterære opplevelsen hele tiden er i sentrum.'];HP;True
NO-164;Å lese klassikere;Reading the Classics;10;['', 'Etter fullført emne, der studenten har lest og studert et utvalg norske og (i oversettelse) norrøne litterære verker, skal studenten', '• ha kunnskap om verkenes estetiske og tematiske mangfold', '• ha kunnskap om verkenes tilblivelse og virkningshistorie', '• ha kunnskap om faglige diskusjoner om klassikerbegrepet', '', '', 'Etter fullført emne skal studenten kunne', '• beskrive verkenes form og diskutere deres tematikk på en selvstendig måte, med støtte i teori og sekundærlitteratur', '• identifisere verkenes tidstypiske trekk og reflektere over deres aktualitet', '• gjøre rede for ulike syn på klassikere'];['Emnet gir en innføring i et utvalg norske og norrøne litterære verker som i kraft av deres kvalitet og virkningshistorie regnes som klassikere. Det er verker som har tålt tidens tann, som har vært lest og diskutert i generasjoner, og som har blitt kulturelle referansepunkter. I likhet med andre tekster er de preget av sin tid, men de har i større grad enn andre preget sin ettertid. Hver epoke kan gjenfinne sitt konfliktstoff i dem, for eksempel spenningen mellom skapelse og undergang i', 'Studentene skal i dette emnet lese, studere og diskutere klassikerne, med tanke på både deres tidstypiske og aktuelle trekk. Emnet tar også opp spørsmål som: Hva er en klassiker? Hva er god litteratur? Hva gjør litteraturen med oss?'];HP;True
NO-166;Norsk grammatikk;Norwegian Grammer;10;['', 'Etter fullført emne skal studenten', '• ha grunnleggende kunnskap om moderne norsk språkstruktur på lyd-, ord- og setningsnivå', '• ha kunnskap om strukturelle likheter og forskjeller mellom moderne norsk og andre språk', '• ha kjennskap til metoder for analyse av språkstrukturer', '', 'Etter fullført emne skal studenten kunne', '• gjøre greie for grunnleggende trekk ved moderne norsk språkstruktur på lyd-, ord- og setningsnivå, samt i noen grad på tekstnivå', '• beskrive disse trekka med hjelp av analytiske metoder', '• gjøre greie for strukturelle likheter og forskjeller mellom moderne norsk og andre språk'];['Emnet gir ei innføring i sentrale sider ved norsk språkstruktur, og gir med det grunnlag for videre studier av norsk og nordisk språk, i variasjoner i tale og skrift, i historiske sammenhenger, og i et kontrastivt, språksammenlignende perspektiv. Denne kunnskapen gir også grunnlag for utvikling av egen og oppfølging av andres skriveferdigheter. Primært dreier det seg om strukturer på lyd-, ord- og setningsnivå, samt i noen grad på tekstnivå, og det er dagens, moderne norsk som står i sentrum. Trekk i norsk blir sammenligna med andre språk i Norden og med språk som står enda fjernere. Dette er nyttig kunnskap for å forstå hva som skjer når språk møtes, enten det er enkeltmennesker som skal lære seg norsk, eller det dreier seg om endringer og tilpassinger på gruppenivå.', 'Det å studere språkstrukturer innebærer nødvendigvis et teoretisk, abstrakt perspektiv, men det dreier seg også om det konkrete språket som folk bruker, og gjennom emnet vil vi få fram hvordan dette språket, enten det er muntlig eller skriftlig, utgjør grammatikk. Derfor er også arbeid med analyse av det virkelige, faktisk brukte språket en viktig tilnærmingsmåte i dette emnet.'];HP;True
NO-170;Norsk for barnetrinnet 2;Norwegian for Lower Primary Level 2;15;[];[];HP;False
NO-209;Litteraturteori og tekstanalyse;Literary Theory and Text Analysis;15;['Etter fullført emne skal studentene', '• ha bred kunnskap om noen sentrale teorier om litteratur, både tekstorienterte teorier (om litterær struktur), kontekstorienterte teorier (om litteratur og samfunn) og leserorienterte teorier (om litteratur og leser)', '• kunne omsette teoriene i analytiske spørsmål og anvende dem i tekstlesninger', '• kunne analysere multimodale tekster, hvor litterære uttrykk samspiller med bilder og/eller lyd'];['Emnet gir en innføring i ulike typer litteraturteori, og trening i å anvende dem i tekstanalyser. Det skilles mellom tekstorienterte, kontekstorienterte og leserorienterte teorier. Disse brukes til å synliggjøre og vurdere ulike aspekter ved litteraturen, for eksempel litterær struktur, politisk tendens eller tolkningskonvensjoner. Studentene får arbeide med nordisk, især norsk, litteratur fra ulike tider og i ulike former, deriblant multimodale verk. De får også øvelse i å vurdere hvilke teorier som kan være nyttige i møtet med forskjellige typer tekster.'];HP;True
NO-214;Språk, litteratur og nye medier i barnehagen;Language, literature and new media in pre-school;30;['', ['ha kunnskap om 0-6-åringers muntlige og skriftlige språk og språkutvikling, også i flerspråklige og flerkulturelle perspektiv (inklusive samisk)', 'ha kunnskap om arbeidsmetoder som fremmer barns språklige utvikling fram mot skolestart', 'ha kunnskap om barnekulturelle tekstformer som skjønnlitteratur, sakprosa, muntlig fortellertradisjon (inklusive samisk), og populær- og mediekultur (blant annet barnefilm, nettsider for barn, digitale applikasjoner og dataspill)', 'ha kunnskap om og kunne kvalitetsvurdere nye medietekster og digitale verktøy for barn', 'ha kjennskap til og kunne anvende relevant forskning om språk, litteratur og nye medier for barn'], '', ['kunne planlegge, lede, gjennomføre, dokumentere og evaluere prosjekter i barnehagen knyttet til språkarbeid og litteraturformidling', 'kunne integrere bruk av IKT som pedagogisk verktøy i barnehagehverdagen på en måte som fremmer barns utvikling og læring i tråd med barnehagens innhold', 'kunne vurdere og formidle litteratur og andre tekster til barn på en god måte', 'kunne være en god språklig rollemodell og samtalepartner som fremmer barns utvikling og læring', 'kunne dokumentere og kartlegge barns språkutvikling ved hjelp av flere ulike dokumentasjons- og kartleggingsverktøy'], '', ['kunne reflektere faglig over sin egen rolle som kulturformidler', 'kunne forholde seg aktivt til samtidas barnehagefaglige diskusjoner, særlig knyttet til språk, litteratur og nye medier', 'kunne veilede og inspirere barn når de utforsker språk, litteratur og nye medier', 'kunne uttrykke seg velformulert og reflektert både muntlig og skriftlig i profesjonssammenheng']];['«Språk, litteratur og nye medier i barnehagen» bygger på kunnskapsområdet «Språk, tekst og matematikk» (STM) i Barnehagelærerutdanning, bachelorprogram. Emnet videreutvikler og utvider studentenes kunnskaper, ferdigheter og generelle kompetanse fra STM innenfor både språk, litteratur og ulike typer digitale medier.', 'Undervisningen i emnet er forskningsbasert og skal utvikle studentene til ressurspersoner som kan lede og kvalitetssikre barnehagens arbeid med språk, litteratur og nye medier. Tema som vektlegges er blant annet språklig mangfold, flerspråklige barn, dokumentasjon og kartlegging av språkutvikling, språkvansker, skriving i profesjonssammenheng, fortelling, høytlesing, litteraturprosjekter i barnehagen, film og tv for barn, nettsider for barn, bruk av nettbrett i barnehagen og hvordan lage animasjonsfilm sammen med barn.', 'Emnet er basert på'];HP;True
